customer_age,order_amount,previous_orders,previous_returns,previous_refunds,delivery_days,discount_percentage,customer_account_age_days,orders_last_30_days,returns_last_90_days,return_rate,refund_rate,payment_method,product_category,return_risk
35,755.16,6,1,0,3,14.82,168,4,0,0.1564,0.0069,UPI,Home,0
28,488.63,9,5,3,5,19.73,59,4,4,0.5278,0.3042,Credit Card,Grocery,1
44,2478.58,8,0,0,3,8.41,1047,1,2,0.145,0.0327,Debit Card,Home,0
39,679.21,7,3,0,3,20.95,601,7,1,0.3727,0.0268,Cash on Delivery,Electronics,1
22,2136.45,3,1,0,1,31.6,435,3,3,0.3963,0.0732,UPI,Electronics,1
18,924.46,10,0,0,5,36.09,521,3,3,0.1456,0.0038,UPI,Fashion,1
36,804.74,10,1,1,5,12.9,212,3,0,0.0964,0.1352,UPI,Beauty,0
37,1232.36,6,1,0,4,26.2,866,1,1,0.1931,0.0155,Cash on Delivery,Fashion,0
30,2131.29,4,2,0,4,29.94,468,6,2,0.4239,0.0693,Credit Card,Electronics,1
21,1447.62,13,2,0,3,9.77,927,3,1,0.1836,0.0217,Debit Card,Grocery,0
38,2057.56,5,0,0,3,22.69,807,0,0,0.065,0.0489,Credit Card,Electronics,0
44,2173.8,7,2,2,6,44.07,71,3,2,0.2915,0.2533,UPI,Fashion,1
39,1455.36,2,0,0,1,7.05,789,2,0,0.0908,0.0941,Credit Card,Electronics,0
30,1405.97,8,0,0,4,2.15,694,4,0,0.0547,0.0366,Cash on Delivery,Electronics,0
53,3163.12,4,0,0,3,22.02,357,3,2,0.1181,0.1092,UPI,Beauty,1
33,735.08,6,3,3,5,26.7,218,6,3,0.4277,0.4626,UPI,Grocery,1
18,1233.3,6,2,1,4,9.57,547,4,0,0.2884,0.2007,UPI,Beauty,1
41,2535.13,7,0,0,3,5.75,1452,1,1,0.0775,0.043,UPI,Grocery,0
40,390.27,11,2,0,5,16.76,844,3,2,0.2511,0.0297,UPI,Electronics,0
39,2009.41,3,0,0,3,17.54,632,2,0,0.1094,0.0988,Credit Card,Fashion,1
36,2711.13,9,1,0,4,21.36,876,2,0,0.0678,0.0471,UPI,Electronics,0
55,1933.37,4,2,0,4,27.37,440,2,3,0.4881,0.0621,UPI,Home,0
32,1775.47,8,2,1,6,18.03,105,6,3,0.3227,0.1583,UPI,Beauty,1
39,1578.79,10,0,0,2,25.95,1079,2,1,0.0887,0.0332,Debit Card,Beauty,0
42,1648.31,6,0,0,2,2.46,290,1,0,0.0455,0.084,Cash on Delivery,Grocery,0
27,876.28,8,0,0,1,20.35,1243,1,0,0.0551,0.0202,Cash on Delivery,Beauty,0
37,1181.88,7,0,0,3,4.42,1037,1,0,0.0578,0.0301,UPI,Fashion,0
32,1415.98,2,1,1,2,11.31,217,5,0,0.3837,0.4509,Debit Card,Grocery,0
31,974.92,5,2,0,5,12.55,303,0,5,0.707,0.0684,Credit Card,Beauty,0
18,490.34,9,0,0,2,15.86,196,3,0,0.0274,0.0411,UPI,Electronics,1
24,2175.76,16,0,0,2,1.12,1493,2,1,0.063,0.0311,Credit Card,Home,0
40,987.41,6,0,0,4,26.08,497,2,1,0.0689,0.0281,Cash on Delivery,Home,1
29,3399.23,11,0,0,4,22.03,1167,0,0,0.0368,0.0269,Credit Card,Fashion,1
21,719.15,8,1,0,3,13.17,988,3,0,0.0912,0.0,Cash on Delivery,Electronics,0
29,1041.84,2,0,0,3,11.49,1321,3,1,0.1907,0.1145,Debit Card,Fashion,0
32,1696.28,7,1,0,4,37.12,622,8,3,0.2301,0.0323,Debit Card,Electronics,1
30,1965.8,3,0,0,3,35.54,464,9,2,0.1339,0.059,Cash on Delivery,Home,0
27,1036.75,7,2,0,3,9.68,725,4,0,0.2137,0.0324,UPI,Electronics,0
26,1077.74,7,2,0,3,30.1,261,4,1,0.2762,0.0132,Debit Card,Electronics,0
43,1325.83,8,2,2,1,8.29,1567,2,0,0.2279,0.2221,Cash on Delivery,Fashion,0
35,579.46,8,0,0,3,29.78,1294,2,0,0.0613,0.0122,UPI,Home,0
46,796.16,9,0,0,3,5.63,237,0,0,0.0156,0.0143,UPI,Fashion,0
28,2644.19,10,0,0,4,23.85,755,1,0,0.0,0.0077,Credit Card,Fashion,0
28,2006.95,8,3,3,1,27.94,269,2,4,0.4557,0.3633,Cash on Delivery,Electronics,1
42,821.94,6,1,0,4,16.5,1445,1,1,0.2597,0.0358,UPI,Fashion,0
60,1428.96,8,0,0,3,14.71,431,1,1,0.0955,0.058,Credit Card,Grocery,0
37,715.61,7,0,0,4,2.97,894,3,2,0.1307,0.0238,UPI,Accessories,1
42,2094.22,8,0,0,2,23.84,581,3,0,0.0055,0.0075,UPI,Fashion,0
40,2107.17,8,0,0,4,6.11,914,2,0,0.0641,0.0894,Debit Card,Fashion,0
21,2161.62,9,4,1,3,19.91,790,3,0,0.2952,0.1427,Cash on Delivery,Home,0
39,1060.44,6,0,0,3,3.52,368,0,0,0.0615,0.0267,Debit Card,Fashion,0
37,1804.27,9,0,0,2,16.77,1107,3,0,0.0359,0.0522,Credit Card,Fashion,0
32,907.79,2,0,0,4,14.98,151,1,0,0.1215,0.1018,UPI,Home,0
26,1799.89,10,0,0,3,19.83,413,0,0,0.0072,0.041,Debit Card,Home,0
40,1443.67,9,0,0,3,25.27,747,3,2,0.1194,0.0,UPI,Accessories,0
25,1445.57,13,0,0,2,16.69,1331,2,0,0.038,0.0118,Debit Card,Electronics,0
28,2798.66,6,1,1,5,26.53,350,5,1,0.2054,0.1908,UPI,Beauty,1
53,850.05,8,0,0,3,28.44,76,4,0,0.03,0.0464,UPI,Electronics,1
35,2140.88,9,0,0,3,9.4,875,2,0,0.0588,0.0298,UPI,Beauty,0
23,891.73,13,0,0,4,1.65,213,2,0,0.0795,0.0296,Cash on Delivery,Home,0
29,2939.93,9,0,0,4,16.97,785,4,0,0.0094,0.0142,Cash on Delivery,Grocery,0
31,1179.52,5,1,0,3,8.03,212,6,0,0.1632,0.0543,Debit Card,Grocery,0
56,2611.97,12,2,0,4,5.04,571,3,3,0.2729,0.0,Net Banking,Fashion,0
26,687.33,7,1,1,2,23.46,644,3,1,0.2271,0.178,Credit Card,Beauty,0
33,831.22,9,0,0,2,11.9,701,1,0,0.0657,0.0216,Credit Card,Electronics,0
29,529.81,3,0,0,2,16.42,1360,1,0,0.0786,0.0789,UPI,Accessories,0
38,657.63,10,0,0,4,22.28,1112,3,1,0.0755,0.0,Credit Card,Home,0
29,2328.8,5,0,0,1,9.47,1412,2,0,0.0564,0.0,Cash on Delivery,Fashion,1
24,1337.18,6,2,0,3,17.28,1338,3,2,0.3238,0.0494,UPI,Grocery,1
32,1514.24,11,1,1,3,6.87,919,1,1,0.115,0.1297,Debit Card,Beauty,0
31,926.42,4,0,0,3,11.87,273,3,1,0.0893,0.0573,Net Banking,Beauty,0
29,1982.23,10,1,1,5,8.19,830,0,1,0.2195,0.1265,UPI,Fashion,0
29,1881.76,9,0,0,5,29.83,1338,4,0,0.0065,0.0548,Debit Card,Home,0
45,2003.1,9,1,1,2,5.28,479,3,1,0.1571,0.1398,Cash on Delivery,Beauty,0
31,2223.4,9,1,1,4,11.11,493,0,0,0.1001,0.133,UPI,Accessories,0
28,391.08,6,2,2,5,23.49,740,7,1,0.333,0.3059,Credit Card,Beauty,1
24,940.72,6,0,0,3,9.3,479,1,1,0.0873,0.0542,Cash on Delivery,Home,0
30,1648.67,8,0,0,1,16.33,822,1,1,0.1307,0.0,Net Banking,Home,0
34,1144.04,4,1,1,3,13.61,877,0,0,0.2455,0.2314,Debit Card,Beauty,0
22,1837.78,7,0,0,3,10.32,1102,2,0,0.0614,0.0387,Cash on Delivery,Electronics,0
49,2432.8,6,1,0,3,10.33,1338,3,1,0.2385,0.0389,Net Banking,Grocery,0
42,1421.66,7,0,0,3,5.72,1303,1,0,0.0405,0.0541,Debit Card,Grocery,0
47,833.22,9,0,0,4,6.51,472,2,0,0.0142,0.0295,UPI,Fashion,0
38,3593.6,13,0,0,4,8.48,935,3,1,0.0469,0.0229,Net Banking,Home,1
18,948.94,11,0,0,3,6.33,463,2,0,0.0,0.0639,Cash on Delivery,Fashion,0
48,1537.32,10,2,1,3,5.74,1499,1,1,0.2125,0.1071,UPI,Fashion,0
26,1776.82,8,2,0,3,13.13,938,3,0,0.1908,0.0269,Debit Card,Grocery,0
27,978.33,9,0,0,3,24.39,847,2,2,0.1512,0.0634,Credit Card,Electronics,0
35,633.9,4,0,0,4,18.87,2022,2,1,0.1403,0.0762,Debit Card,Grocery,0
46,1208.99,9,1,0,3,2.03,191,5,0,0.1519,0.0099,Debit Card,Fashion,0
43,1140.98,9,0,0,4,15.88,1057,3,1,0.0754,0.019,UPI,Electronics,0
42,2670.93,9,0,0,2,5.86,811,1,1,0.154,0.0161,Cash on Delivery,Grocery,0
46,2897.49,8,3,2,5,29.46,186,3,5,0.4755,0.2774,Cash on Delivery,Beauty,1
31,2574.06,7,0,0,2,23.09,715,3,0,0.0431,0.0156,UPI,Home,1
31,2218.98,12,0,0,4,5.09,475,2,1,0.0668,0.0212,UPI,Fashion,0
26,640.59,8,5,2,5,21.69,167,3,2,0.5255,0.2731,Net Banking,Fashion,0
37,3293.2,12,3,0,5,29.27,811,1,2,0.3302,0.0508,Debit Card,Electronics,1
33,1892.24,6,1,0,1,14.14,832,2,0,0.1971,0.0201,Cash on Delivery,Fashion,0
30,2216.44,8,3,3,7,18.43,268,2,4,0.468,0.3415,Credit Card,Accessories,1
42,1003.76,12,2,2,3,15.81,1079,1,0,0.0849,0.2102,Debit Card,Fashion,0
41,1647.54,7,0,0,4,15.48,841,4,1,0.1155,0.0472,Cash on Delivery,Accessories,0
39,2171.32,9,0,0,1,14.72,1354,0,0,0.0,0.0269,Credit Card,Grocery,0
18,962.55,6,0,0,2,2.28,660,1,3,0.2431,0.0589,UPI,Beauty,0
35,1037.58,5,0,0,2,15.66,2029,1,1,0.1448,0.0594,Cash on Delivery,Electronics,0
33,1335.54,10,0,0,2,9.33,748,2,0,0.0252,0.0355,Debit Card,Grocery,0
26,612.96,4,1,0,1,9.83,374,6,3,0.3475,0.0836,Debit Card,Accessories,0
35,949.13,3,1,1,4,15.82,46,5,1,0.3176,0.3409,Credit Card,Electronics,1
30,856.76,6,5,0,6,38.74,30,7,0,0.6036,0.0532,UPI,Fashion,1
27,595.04,7,3,1,1,33.86,701,6,2,0.3849,0.1653,Credit Card,Fashion,1
18,784.96,3,0,0,4,20.55,489,3,2,0.128,0.101,Debit Card,Beauty,0
36,1655.79,9,0,0,4,12.49,510,1,1,0.076,0.0482,Cash on Delivery,Home,0
27,1680.46,4,0,0,3,16.63,61,1,0,0.0522,0.0715,UPI,Home,0
22,1214.04,14,2,1,3,0.44,513,1,0,0.1546,0.0703,Debit Card,Accessories,0
31,2008.16,5,3,3,5,17.14,72,5,3,0.534,0.5425,Credit Card,Electronics,1
38,1738.52,6,0,0,3,22.33,163,2,2,0.1539,0.0333,Cash on Delivery,Home,0
31,649.97,11,0,0,4,18.98,1061,0,0,0.0446,0.0327,UPI,Fashion,1
39,1107.89,9,0,0,1,19.33,880,2,0,0.0469,0.0329,Credit Card,Home,0
28,508.36,7,0,0,3,14.15,1044,3,0,0.0301,0.0565,Credit Card,Electronics,0
47,408.8,10,0,0,2,4.72,270,0,1,0.0885,0.0422,UPI,Electronics,0
43,3068.61,13,1,1,3,9.71,1666,3,0,0.1015,0.0646,UPI,Accessories,0
37,1366.92,8,0,0,4,2.51,1108,3,0,0.0111,0.0229,UPI,Home,0
32,986.73,3,2,1,2,8.55,377,2,0,0.4738,0.3267,Debit Card,Beauty,1
42,2747.89,11,0,0,3,9.97,313,5,1,0.0933,0.0526,Debit Card,Home,0
38,2146.78,8,0,0,3,11.0,589,0,0,0.0313,0.0453,Credit Card,Electronics,0
36,684.82,17,0,0,2,10.86,1445,2,2,0.1407,0.0019,UPI,Accessories,0
43,1327.36,6,0,0,6,20.13,1596,1,0,0.0503,0.0688,Debit Card,Beauty,1
47,3106.35,6,2,0,5,2.72,1038,2,0,0.2773,0.048,UPI,Fashion,0
27,509.43,12,1,1,8,13.36,353,7,3,0.126,0.0634,UPI,Grocery,1
23,1248.72,10,0,0,4,12.09,529,1,1,0.0903,0.0535,UPI,Electronics,0
25,728.63,10,0,0,5,13.94,437,6,2,0.0866,0.021,Credit Card,Grocery,1
27,1490.9,8,0,0,3,4.74,754,5,1,0.047,0.0381,Credit Card,Home,0
20,2025.36,7,1,0,4,5.77,515,5,0,0.121,0.0553,Cash on Delivery,Accessories,0
29,1643.59,4,0,0,3,7.54,133,4,6,0.3091,0.073,UPI,Electronics,1
33,3052.46,6,0,0,4,2.26,1419,4,0,0.0616,0.0729,Credit Card,Electronics,0
39,894.58,7,1,0,6,20.1,1080,1,0,0.1297,0.0413,UPI,Home,0
34,706.51,7,0,0,3,2.08,567,3,1,0.0704,0.0406,UPI,Home,0
20,2432.85,4,0,0,4,33.99,300,4,2,0.095,0.0636,Credit Card,Grocery,1
29,985.66,10,1,0,4,12.6,182,3,0,0.0639,0.0523,Credit Card,Electronics,0
44,1142.93,6,0,0,4,21.17,457,1,1,0.103,0.0268,UPI,Beauty,0
35,1318.91,7,1,0,5,7.45,748,2,0,0.1147,0.047,Debit Card,Accessories,0
40,620.31,6,1,1,5,21.81,241,2,6,0.4859,0.1411,Debit Card,Grocery,1
37,621.92,8,2,0,3,21.19,673,3,2,0.317,0.0418,Credit Card,Grocery,0
44,727.06,10,2,2,2,1.92,327,2,0,0.1801,0.2175,UPI,Beauty,0
33,701.8,7,0,0,4,29.56,1205,1,2,0.1954,0.0666,UPI,Accessories,0
53,1085.19,7,0,0,2,14.83,660,1,1,0.1066,0.031,UPI,Electronics,0
30,553.98,5,2,0,2,0.76,597,1,1,0.4057,0.0456,Debit Card,Accessories,0
52,1327.74,8,1,1,3,7.41,1094,1,0,0.1171,0.0871,Cash on Delivery,Grocery,0
25,805.81,6,0,0,3,13.77,773,1,2,0.1763,0.061,Net Banking,Accessories,0
36,2446.4,8,4,2,4,35.55,100,5,3,0.4322,0.2323,Credit Card,Grocery,1
39,2354.92,11,2,0,2,9.61,806,6,0,0.1608,0.0195,Cash on Delivery,Electronics,1
28,3352.83,10,1,1,4,7.5,969,1,0,0.0813,0.1167,UPI,Beauty,0
44,1582.95,9,2,0,2,8.67,1452,2,0,0.1693,0.0,UPI,Home,1
30,1624.45,5,0,0,2,4.44,1121,2,1,0.0923,0.0613,UPI,Electronics,0
40,1270.14,6,0,0,4,17.35,466,5,2,0.1069,0.0534,UPI,Accessories,0
37,1325.41,6,0,0,3,14.97,382,1,1,0.0855,0.0922,Credit Card,Fashion,0
28,2117.0,8,3,0,2,18.27,2575,1,0,0.3079,0.0766,UPI,Grocery,0
38,3289.12,4,1,1,3,15.69,365,6,1,0.2697,0.2599,UPI,Accessories,0
42,1325.46,5,0,0,3,10.66,779,1,0,0.0539,0.0497,Cash on Delivery,Electronics,0
34,1670.87,4,0,0,1,18.47,1454,2,5,0.3114,0.0664,Debit Card,Electronics,1
28,1086.47,13,0,0,2,7.62,146,1,1,0.1044,0.0324,Credit Card,Electronics,1
20,2695.46,8,3,3,4,23.79,171,2,3,0.4531,0.3487,UPI,Accessories,1
49,2282.19,7,0,0,2,16.25,479,2,0,0.0598,0.0345,UPI,Home,1
25,3059.29,7,0,0,4,9.55,476,0,0,0.0626,0.0692,Debit Card,Fashion,0
44,1431.79,10,4,4,6,21.99,832,5,2,0.3838,0.4103,UPI,Beauty,1
22,830.68,7,1,0,5,4.12,1492,2,0,0.1458,0.0599,Cash on Delivery,Fashion,0
43,2494.07,6,1,0,2,5.88,870,1,1,0.2146,0.0572,Credit Card,Beauty,0
29,603.88,7,0,0,2,8.93,837,1,1,0.1416,0.0319,Credit Card,Accessories,0
22,1505.53,5,2,1,1,9.18,800,5,3,0.3948,0.236,Cash on Delivery,Accessories,1
34,1111.28,9,0,0,1,15.0,893,2,1,0.091,0.0027,Debit Card,Grocery,0
27,733.03,3,0,0,6,30.27,191,4,1,0.1012,0.0857,Cash on Delivery,Fashion,0
31,1156.24,6,2,0,2,3.83,1051,7,2,0.3473,0.0417,Net Banking,Grocery,0
22,1672.61,7,1,0,3,9.67,1009,3,0,0.1294,0.039,Credit Card,Fashion,0
35,4074.91,5,0,0,6,17.43,316,2,7,0.4127,0.062,UPI,Beauty,1
33,1144.28,12,1,1,3,8.73,460,3,0,0.0791,0.1224,Credit Card,Electronics,0
45,892.8,11,0,0,3,20.68,1714,1,0,0.0121,0.0402,Credit Card,Home,0
43,820.88,5,0,0,5,6.83,252,0,1,0.1585,0.0339,UPI,Fashion,0
36,1117.17,4,0,0,2,2.69,1534,5,0,0.0237,0.0039,UPI,Accessories,0
44,1513.79,9,4,0,4,12.03,245,0,0,0.3181,0.003,UPI,Fashion,1
35,927.34,4,2,1,3,32.56,865,4,1,0.4186,0.3205,UPI,Electronics,1
24,1163.54,10,0,0,6,19.97,495,0,0,0.031,0.0199,UPI,Fashion,1
31,1068.94,7,0,0,3,14.93,803,2,0,0.0575,0.0462,Credit Card,Fashion,0
38,874.71,7,2,0,3,15.28,700,4,0,0.2,0.0099,Credit Card,Accessories,0
33,1002.5,3,0,0,1,18.94,444,4,0,0.0604,0.0393,UPI,Home,0
32,1223.64,13,0,0,4,23.41,1047,3,0,0.0248,0.019,Cash on Delivery,Grocery,0
34,770.87,5,1,1,6,21.6,196,2,2,0.313,0.2294,Cash on Delivery,Home,1
23,2266.85,4,0,0,3,10.76,643,1,0,0.0849,0.0636,Credit Card,Accessories,0
18,1259.71,4,1,0,4,33.56,1157,1,0,0.2409,0.068,Credit Card,Electronics,0
41,1890.37,11,1,1,1,9.26,544,6,1,0.0784,0.1044,Debit Card,Fashion,1
36,1348.44,9,1,0,2,6.19,511,1,1,0.1737,0.0366,UPI,Accessories,0
26,564.74,9,4,1,5,49.48,247,9,2,0.3392,0.0804,Cash on Delivery,Grocery,1
42,2453.58,16,0,0,1,15.41,876,3,1,0.0454,0.0048,Credit Card,Accessories,0
30,708.67,9,1,1,3,26.17,1267,1,0,0.1222,0.1131,UPI,Fashion,1
28,880.98,16,2,1,2,4.77,1180,1,0,0.0831,0.0904,UPI,Grocery,0
34,2074.93,7,0,0,3,14.68,330,3,0,0.0228,0.0281,UPI,Fashion,0
42,971.85,9,1,0,2,17.92,755,3,0,0.0773,0.0373,Net Banking,Fashion,0
32,2788.62,10,0,0,3,6.37,1247,3,0,0.0097,0.0089,UPI,Electronics,0
24,1511.5,4,0,0,1,28.05,872,4,1,0.0829,0.0456,Debit Card,Fashion,0
49,1273.76,5,2,2,4,18.23,355,6,1,0.3987,0.4014,UPI,Home,1
41,918.44,7,0,0,6,15.76,661,1,0,0.0662,0.0337,Credit Card,Beauty,0
25,2942.32,11,3,0,2,27.28,1311,3,0,0.2136,0.0242,Debit Card,Home,0
33,1506.57,5,0,0,1,18.49,1540,1,0,0.0868,0.0688,Cash on Delivery,Fashion,0
29,1917.25,8,4,1,3,15.07,319,0,0,0.3487,0.141,Debit Card,Electronics,1
28,819.84,7,2,0,3,9.4,326,4,1,0.3138,0.0551,Credit Card,Electronics,0
33,1614.42,7,0,0,4,8.74,1418,4,1,0.0916,0.0449,Credit Card,Grocery,0
45,421.66,7,0,0,4,9.9,1194,2,0,0.0451,0.0586,Credit Card,Fashion,0
36,644.14,9,0,0,3,26.01,705,1,1,0.0641,0.0294,Cash on Delivery,Fashion,1
50,775.4,9,1,0,3,26.85,718,3,0,0.1414,0.0336,Credit Card,Fashion,0
22,2304.22,15,0,0,5,16.78,545,0,0,0.0466,0.0308,Debit Card,Home,0
35,1244.42,5,0,0,2,9.5,894,2,0,0.0533,0.0805,Debit Card,Grocery,0
36,668.19,9,1,1,3,17.38,1064,2,0,0.0917,0.1441,Credit Card,Electronics,0
40,1388.82,8,1,0,3,2.37,1186,7,0,0.0925,0.0406,UPI,Home,1
27,725.94,8,0,0,4,10.75,827,2,0,0.015,0.0622,Debit Card,Accessories,0
49,983.44,5,0,0,3,5.58,716,1,2,0.1785,0.0495,UPI,Electronics,1
34,503.67,13,2,1,3,13.16,817,1,1,0.1797,0.0886,Debit Card,Fashion,0
24,1952.02,10,3,0,2,5.58,436,2,0,0.1997,0.0031,Credit Card,Electronics,1
34,1093.51,10,1,0,1,2.02,1206,0,0,0.1272,0.0,UPI,Accessories,0
31,3420.65,5,0,0,5,14.72,1182,5,0,0.0768,0.0549,Net Banking,Fashion,0
59,1378.8,11,0,0,5,17.23,455,0,0,0.0265,0.0384,UPI,Home,0
43,1031.02,10,2,1,4,11.01,998,3,1,0.2245,0.1053,Credit Card,Fashion,0
34,418.71,11,1,0,4,16.06,344,2,1,0.1473,0.0336,Debit Card,Home,0
33,842.08,3,0,0,3,18.45,1386,2,0,0.0818,0.0671,Credit Card,Accessories,0
43,1772.06,4,0,0,2,17.49,2007,3,0,0.0486,0.0528,UPI,Beauty,0
43,1309.89,11,1,0,4,16.86,1033,1,1,0.1175,0.0407,UPI,Electronics,0
18,522.17,10,0,0,3,18.26,1072,4,0,0.0376,0.0295,Cash on Delivery,Electronics,0
40,1312.6,5,0,0,3,10.07,653,4,0,0.0344,0.0719,Credit Card,Fashion,0
34,948.17,11,1,1,2,13.24,713,0,2,0.2471,0.1091,Cash on Delivery,Fashion,0
22,1420.1,10,0,0,2,13.15,1557,3,0,0.0461,0.0227,UPI,Fashion,0
42,1747.8,9,2,0,4,2.76,722,1,0,0.2182,0.0239,Debit Card,Grocery,1
54,1360.4,14,1,0,3,3.87,765,1,1,0.1224,0.022,UPI,Home,0
39,968.56,6,1,0,2,14.52,869,1,0,0.1378,0.0489,Cash on Delivery,Electronics,0
44,2715.02,10,3,0,4,25.33,876,1,4,0.5415,0.035,Cash on Delivery,Home,1
23,898.28,6,4,0,7,22.62,313,5,2,0.5506,0.0234,UPI,Home,1
50,1276.09,6,0,0,3,16.48,1718,1,1,0.1472,0.0,Credit Card,Beauty,1
27,929.92,7,2,0,5,6.68,1368,3,0,0.171,0.0199,UPI,Accessories,0
18,1052.2,7,0,0,4,6.75,1624,4,0,0.0579,0.0404,Credit Card,Electronics,0
31,1701.0,11,5,3,4,48.0,128,3,0,0.3599,0.2745,Credit Card,Accessories,1
40,1382.68,8,1,0,1,33.14,2029,3,1,0.1591,0.0582,Cash on Delivery,Fashion,1
32,1963.97,5,0,0,4,32.89,1202,4,0,0.0317,0.052,Net Banking,Fashion,0
31,776.08,4,1,0,4,46.42,301,4,0,0.2486,0.0609,Cash on Delivery,Electronics,0
22,3419.2,12,0,0,1,15.07,472,2,1,0.0766,0.0146,Debit Card,Home,0
29,1683.01,11,3,3,3,45.6,650,5,3,0.3589,0.2862,UPI,Accessories,1
32,2544.06,4,1,0,6,10.75,206,8,2,0.2458,0.0574,Credit Card,Home,0
33,1419.76,3,1,1,3,21.53,555,1,0,0.3179,0.3168,UPI,Fashion,1
41,2964.15,11,1,0,4,22.08,941,3,0,0.0715,0.0119,Cash on Delivery,Fashion,0
33,665.39,8,0,0,5,9.87,232,1,0,0.0515,0.0362,Credit Card,Electronics,0
27,1547.92,11,2,0,4,11.46,725,1,0,0.1571,0.0,Debit Card,Grocery,0
32,1237.84,8,0,0,3,3.88,1212,3,2,0.1158,0.063,Debit Card,Fashion,0
34,854.53,10,1,0,4,11.29,909,2,1,0.1873,0.073,Debit Card,Beauty,0
18,1332.48,9,0,0,3,13.92,666,0,1,0.1195,0.0525,Debit Card,Accessories,1
33,1654.84,10,0,0,4,16.24,1264,1,0,0.0697,0.0261,UPI,Electronics,0
22,717.49,7,0,0,3,23.71,496,1,1,0.0933,0.0284,UPI,Beauty,0
40,421.74,6,3,2,5,18.41,1401,0,3,0.5952,0.3308,UPI,Beauty,0
20,1949.92,6,0,0,6,2.41,1050,0,1,0.1429,0.0463,UPI,Fashion,0
43,1686.83,9,1,0,4,5.44,1095,3,1,0.1818,0.0304,UPI,Fashion,0
30,1918.62,12,0,0,4,3.66,659,1,0,0.0414,0.0045,Net Banking,Electronics,0
29,1164.23,11,0,0,3,1.44,1219,1,2,0.1269,0.0064,Cash on Delivery,Grocery,0
37,2311.55,7,0,0,5,15.99,950,1,1,0.115,0.0582,UPI,Electronics,0
43,1635.92,5,1,0,5,12.84,667,4,3,0.2972,0.0723,UPI,Electronics,1
26,528.69,8,1,0,3,16.74,1316,4,1,0.1805,0.0216,UPI,Accessories,0
37,708.17,7,0,0,5,5.86,2170,1,0,0.0184,0.0286,Debit Card,Home,0
27,2195.73,15,0,0,6,6.8,487,1,2,0.1764,0.0058,Credit Card,Fashion,0
29,1407.53,7,0,0,3,11.33,2039,1,1,0.0948,0.0199,UPI,Electronics,0
38,1590.46,5,0,0,1,6.59,1149,1,2,0.1769,0.015,Credit Card,Fashion,0
24,621.58,5,0,0,2,9.64,1276,2,1,0.1106,0.0217,Net Banking,Fashion,0
23,1055.16,7,1,0,3,38.33,1631,1,0,0.171,0.0411,UPI,Home,0
24,1435.52,5,1,0,5,18.79,395,6,2,0.2573,0.0632,UPI,Beauty,1
36,678.32,6,0,0,3,40.16,1842,1,1,0.1473,0.0204,Debit Card,Electronics,0
34,919.02,8,0,0,2,25.8,201,3,1,0.0818,0.0578,UPI,Home,0
29,2360.89,3,0,0,2,27.77,179,6,0,0.1097,0.0471,UPI,Fashion,0
36,1345.62,12,2,1,3,15.06,716,0,3,0.3855,0.1264,Credit Card,Electronics,1
37,992.69,5,1,0,3,15.04,1724,2,1,0.1996,0.0052,Debit Card,Grocery,1
35,979.45,6,0,0,2,6.96,542,4,0,0.0625,0.0694,Net Banking,Beauty,1
39,989.32,5,1,0,5,27.49,924,2,1,0.2083,0.0626,Cash on Delivery,Beauty,0
35,1920.91,9,0,0,3,16.65,733,3,1,0.0855,0.0333,Credit Card,Accessories,0
18,4519.23,8,1,1,3,17.65,521,1,0,0.1095,0.1508,UPI,Home,0
24,564.92,6,3,0,5,21.95,210,2,2,0.5057,0.0467,UPI,Electronics,1
31,1809.89,8,2,0,6,20.5,834,10,4,0.2789,0.0672,UPI,Home,0
24,1117.72,4,1,1,2,13.19,333,5,1,0.2848,0.2677,Cash on Delivery,Fashion,1
25,2592.86,5,1,0,4,28.97,266,4,1,0.2341,0.0581,Cash on Delivery,Electronics,0
18,1366.97,9,0,0,4,8.03,511,1,1,0.0838,0.0444,Net Banking,Fashion,0
51,1907.67,7,0,0,4,8.28,1342,0,1,0.1061,0.0609,Cash on Delivery,Accessories,1
34,814.69,13,2,0,2,24.21,934,2,2,0.2189,0.0367,UPI,Accessories,0
43,679.65,6,1,0,6,4.4,395,2,1,0.1916,0.032,UPI,Fashion,0
18,2049.6,6,0,0,1,31.64,574,1,4,0.2964,0.0275,Credit Card,Accessories,0
31,3682.98,8,0,0,4,18.09,655,5,2,0.0748,0.0421,Cash on Delivery,Accessories,0
30,1046.7,4,2,0,5,44.32,18,4,5,0.5491,0.024,UPI,Electronics,0
32,760.66,2,1,0,3,20.68,604,6,3,0.4493,0.0994,Cash on Delivery,Electronics,1
44,2083.62,3,2,0,5,25.66,611,6,2,0.5434,0.0755,UPI,Home,1
33,2699.95,9,3,2,4,33.01,327,2,3,0.4602,0.2495,Credit Card,Fashion,1
33,644.59,8,2,0,5,4.31,505,5,0,0.2078,0.0506,Net Banking,Electronics,0
30,2506.01,7,0,0,1,6.69,450,7,2,0.0967,0.0134,UPI,Fashion,0
56,934.67,4,1,0,3,11.56,1237,3,0,0.2689,0.0365,Debit Card,Beauty,0
36,648.28,8,0,0,4,30.07,898,1,0,0.0135,0.0211,Credit Card,Accessories,0
29,834.53,5,0,0,1,17.1,818,2,0,0.0596,0.0513,Cash on Delivery,Beauty,0
